0,6465.78920402,1289.43147005
1,3898.6723768,1001.32968179
2,3874.1263331,1020.37775365
3,3862.33592592,1196.76053313
4,3874.88567479,1170.46742853
5,3881.48454943,1213.6756817
6,3877.00188225,982.862200081
7,3882.92757789,892.170317729
8,3898.08565887,1167.57835875
9,3899.575577,1010.05494187
10,3857.33641261,1084.31692315
11,3876.15412277,1013.15005311
12,3862.48488191,998.791385207
13,3867.21478886,1031.84064659
14,3850.69217493,1125.39918433
15,3871.49017487,1197.88685841
16,3866.4625535,982.936761996
17,3855.5048347,1027.90331968
18,3846.19069451,1007.06334653
19,3846.40699888,883.988805327
20,3830.38680943,1048.6667084
21,3841.06122264,1033.32373939
22,3799.91464874,941.736492875
23,3822.98299057,1113.01013042
24,3788.5012937,1132.08078857
25,3775.583856,934.714379083
26,3767.52288203,1073.44280593
27,3756.80449854,1009.2848309
28,3737.12314479,925.771789853
29,3718.9472804,1016.37717566
30,3683.35700172,1000.74998415
31,3663.59148044,987.306535551
32,3628.71428923,851.458824895
33,3591.54956534,935.216002035
34,3552.88008141,909.905569984
35,3526.11130139,862.819229379
36,3462.57248748,854.887646258
37,3401.49557464,851.828587538
38,3332.7565943,890.299468815
39,3290.66485834,1013.15248182
40,3212.55244855,857.117364021
41,3139.15689339,945.551079291
42,3072.2724203,813.429992076
43,2974.8034281,835.576384084
44,2867.93887961,765.480060433
45,2791.9746744,789.090141603
46,2689.80051115,720.187051454
47,2583.67442144,676.49570407
48,2476.93311101,676.232945446
49,2365.84886831,638.489569773
50,2270.08566669,697.633069763
51,2192.2823055,611.035095381
52,2070.70705531,622.63182955
53,1973.04932999,618.362778594
54,1885.67547392,473.581250854
55,1807.94069036,433.926411581
56,1719.74134362,474.931716683
57,1636.23806837,474.187229116
58,1566.85976307,441.813308324
59,1503.29481476,416.664517714
60,1429.39506095,424.73464826
61,1355.25777093,422.676857605
62,1283.21747527,359.706428803
63,1228.00241815,373.889797297
64,1145.69993846,348.465349804
65,1081.97992029,312.154875992
66,1024.56718823,316.368378231
67,962.973166122,273.076665729
68,881.90758285,258.707210436
69,833.659478886,246.832869204
70,770.223212185,230.85303472
71,740.150200997,217.436901333
72,679.322469279,209.356004185
73,625.211502481,178.287264564
74,568.960768037,163.254756729
75,520.349612283,158.538955464
76,475.12181874,140.743975817
77,425.76084093,131.044215717
78,385.478307513,113.170148933
79,349.716685799,113.675218567
80,325.868409264,101.528474884
81,296.053924136,100.320103586
82,265.088138564,84.8676608379
83,243.616045746,79.4451915898
84,217.989256002,70.1852442567
85,197.724249962,68.5961221737
86,180.411147517,60.5508959317
87,162.660424872,55.0626309722
88,146.707892978,48.4347054601
89,131.759699995,48.4321653023
90,120.254944583,42.7879337896
91,109.059417539,38.5339594486
92,98.3468901093,34.6497585077
93,90.3880727821,31.5750535247
94,82.3814900146,28.9989624983
95,75.0368205195,27.8170634294
96,67.090637949,26.1106096294
97,61.5465992096,23.7726044729
98,55.9745549884,20.6793194507
99,50.3463445914,19.7783202225
